"Species_name","Species_nr","German_name","acceptedname","authority","genus","Species","Species.simple","family","subfamily","tribe","subtribe","Species_col","Species_in_status","Species_in_Bioflor","Introduction_status_Seitz2012","Introduction_status_Biolflor","first_evidence","Origin","status_num","clonal_adventitious_buds_on_roots","clonal_bulbs","clonal_epigeogeneous_stems","clonal_hypogeogeneous_stems","clonal_plant_fragments_of_stem_origin","clonal_plantlets_(pseudovivipary)","clonal_rooting_horizontal_stems","clonal_root-splitters","clonal_spacers_above_and_renewal_buds_below_soil_surface","clonal_stem_tubers","clonal_buds_on_leaves_(gemmipary)","reprod_type","LifeF_macrophanero","LifeF_nanophanero","LifeF_hemicrypto","LifeF_geophyte","LifeF_chamae","LifeF_hemiphanero","LifeF_pseudo","LifeF_thero","flower_class","legume","flower_brown","flower_yellow","flower_green","flower_red","flower_white","flower_pink","flower_purple","flower_violet","flower_blue","DispersalUnitLength_mean","LeafArea_mean","LeafNitrogenContent_mean","PlantHeight_mean","PlantMycorrhizalInfection_mean","SeedDryMass_mean","SLA_mean","poll_vect_B","flw_muell","self_poll","insect_poll","wind_poll","cleisto_poll","FunGroup","LifeForm"
"Myosotis ramosissima",3792,"Hügel-Vergissmeinnicht","Myosotis ramosissima","Rochel","Myosotis","Myosotis_ramosissima","Myosotis_ramosissima","Boraginaceae","Cynoglossoideae","Myosotideae",NA,"Myosotis_ramosissima","Myosotis ramosissima","Myosotis ramosissima","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,1,0,0,0,0,0,0,1,2.348571429,238.6,NA,0.126111111,30,0.223025,27.22266667,"se (selfing) [the rule] - in (insects) [possible]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Cryptophyte"
"Myosotis stricta",3804,"Sand-Vergissmeinnicht","Myosotis stricta","Link ex Roem. & Schult.","Myosotis","Myosotis_stricta","Myosotis_stricta","Boraginaceae","Cynoglossoideae","Myosotideae",NA,"Myosotis_stricta","Myosotis stricta","Myosotis stricta","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,1,0,0,0,0,0,0,1,1.22,36.88333333,NA,0.088,NA,0.112915,26.97333333,"se (selfing) [unknown] - in (insects) [unknown]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Oenothera biennis agg.",3879,"","Oenothera biennis","L.","Oenothera","Oenothera_biennis_agg.","Oenothera_biennis_agg.","Onagraceae","Onagroideae","Onagreae",NA,"Oenothera_biennis_agg.","Oenothera biennis","Oenothera biennis","N","N",1787,"North_America, Central_America","3",1,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"FnH",0,0,1,0,0,0,0,0,0,0,1.7075,4943.633333,18.3903525,0.9515,70,0.410850852,18.35922486,"se (selfing) [the rule] - in (insects) [rare]","FnH (transition type moth flowers - bee flowers)Typical pollinators: moths, hymenoptera",1,0,0,0,"Forb","Cryptophyte"
"Ononis repens",3922,"Kriechende Hauhechel","Ononis repens","L.","Ononis","Ononis_repens","Ononis_repens","Fabaceae","Papilionoideae","Trifolieae",NA,"Ononis_repens","Ononis repens","Ononis repens","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"Hb",1,0,0,0,1,0,0,1,0,0,2.7775,152.9348611,39.06741837,0.408333333,70,4.7389,22.98962827,"in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees",0,1,0,0,"Legume","Cryptophyte"
"Papaver",61092,"Mohn","Papaver","L.","Papaver","Papaver","Papaver","Papaveraceae","Papaveroideae",NA,NA,"Papaver","Papaver","Papaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb",NA
"Papaver argemone",4108,"Sand-Mohn","Papaver argemone","L.","Papaver","Papaver_argemone","Papaver_argemone","Papaveraceae","Papaveroideae",NA,NA,"Papaver_argemone","Papaver argemone","Papaver argemone","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"Po",0,0,0,0,1,0,0,0,0,0,0.933333333,983,NA,0.431818182,NA,0.16508,23.8,"se (selfing) [often] - pk (pseudocleistogamy) [possible] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",1,1,0,0,"Forb","Cryptophyte"
"Papaver dubium",10700,"Saat-Mohn","Papaver dubium","L.","Papaver","Papaver_dubium","Papaver_dubium","Papaveraceae","Papaveroideae",NA,NA,"Papaver_dubium","Papaver dubium","Papaver dubium","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"Po",0,0,0,0,1,0,0,0,0,0,0.705,4627,NA,0.42655,NA,0.129989316,23.98571429,"se (selfing) [often] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",1,1,0,0,"Forb","Cryptophyte"
"Petrorhagia prolifera",4187,"Sprossende Felsennelke","Petrorhagia prolifera","(L.) P.W. Ball & Heywood","Petrorhagia","Petrorhagia_prolifera","Petrorhagia_prolifera","Caryophyllaceae",NA,"Caryophylleae",NA,"Petrorhagia_prolifera","Petrorhagia prolifera","Petrorhagia prolifera","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,0,0,0,1,"F",0,0,0,0,0,0,1,0,0,0,1.52,100.2307333,21.30014,0.305,NA,0.324885714,14.96081617,"se (selfing) [the rule] - in (insects) [rare]","F (butterfly flowers)Typical pollinators: butterflies, long tongued bees, syrphids",1,0,0,0,"Forb","Therophyte"
"Petrorhagia saxifraga",4189,"Steinbrech-Felsennelke","Petrorhagia saxifraga","(L.) Link","Petrorhagia","Petrorhagia_saxifraga","Petrorhagia_saxifraga","Caryophyllaceae",NA,"Caryophylleae",NA,"Petrorhagia_saxifraga","Petrorhagia saxifraga","Petrorhagia saxifraga","N","I",1947,"Europe, Western_Asia","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,1,0,0,0,"B",0,0,0,0,0,0,1,0,1,0,1.186666667,NA,NA,0.2,NA,0.14,NA,"se (selfing) [the rule] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Chamaephyte"
"Peucedanum oreoselinum",4198,"Berg-Haarstrang","Peucedanum oreoselinum","Moench","Peucedanum","Peucedanum_oreoselinum","Peucedanum_oreoselinum","Apiaceae","Apioideae","Selineae",NA,"Peucedanum_oreoselinum","Peucedanum oreoselinum","Peucedanum oreoselinum","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"A",0,0,0,0,1,1,0,0,0,0,5.508,1812.488841,14.25036667,0.575,NA,4.14,22.02536651,"in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",0,1,0,0,"Forb","Cryptophyte"
"Picris hieracioides",4274,"Gewöhnliches Bitterkraut","Picris hieracioides","L.","Picris","Picris_hieracioides","Picris_hieracioides","Asteraceae","Cichorioideae","Cichorieae","Hypochaeridinae","Picris_hieracioides","Picris hieracioides","Picris hieracioides","I","I",NA,"Northern-Europe","1",1,0,0,1,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,4.413333333,1889.566893,22.92347268,0.459564571,70,1.1463,29.20677615,"se (selfing) [rare] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Pimpinella saxifraga agg.",4279,"Artengruppe Kleine Bibernelle","Pimpinella saxifraga","L.","Pimpinella","Pimpinella_saxifraga_agg.","Pimpinella_saxifraga_agg.","Apiaceae","Apioideae","Pimpinelleae",NA,"Pimpinella_saxifraga_agg.","Pimpinella saxifraga","Pimpinella saxifraga","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"A",0,0,1,0,0,1,0,0,0,0,2.205714286,2793.666667,23.10123457,0.359605747,70,1.214392,16.69481875,"in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",0,1,0,0,"Forb","Cryptophyte"
"Pinus sylvestris",4298,"Wald-Kiefer","Pinus sylvestris","L.","Pinus","Pinus_sylvestris","Pinus_sylvestris","Pinaceae",NA,NA,NA,"Pinus_sylvestris","Pinus sylvestris","Pinus sylvestris","I","I",NA,"Northern-Europe","1",0,1,0,0,0,0,0,0,0,0,0,"s",1,0,0,0,0,0,0,0,"W",0,0,1,1,0,0,0,0,0,0,13.82857143,75.01462767,13.07491855,8.382385639,70,7.755152165,5.242298142,"wi (wind) [always]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Forb","Phanerophyte"
"Plantago arenaria",23409,"Waldst. & Kit.","Plantago arenaria","Waldst. & Kit.","Plantago","Plantago_arenaria","Plantago_arenaria","Plantaginaceae",NA,"Plantagineae",NA,"Plantago_arenaria","Plantago arenaria","Plantago arenaria","N","N",1787,"Europe, Western_Asia","3",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,0,0,0,1,"Wb",0,0,0,0,0,1,0,0,0,1,1.805,97.8,NA,0.28,NA,1.084444444,16.53666667,"wi (wind) [the rule] - in (insects) [rare]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles",0,0,1,0,"Forb","Therophyte"
"Plantago lanceolata",4320,"Spitz-Wegerich","Plantago lanceolata","L.","Plantago","Plantago_lanceolata","Plantago_lanceolata","Plantaginaceae",NA,"Plantagineae",NA,"Plantago_lanceolata","Plantago lanceolata","Plantago lanceolata","A","A",NA,"","2",1,0,1,0,0,0,0,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"Wb",0,1,0,0,0,0,0,0,0,0,2.939090909,1066.777657,21.25958523,0.209875895,70,1.474078607,18.35987974,"wi (wind) [the rule] - ge (geitonogamy) [possible] - in (insects) [rare]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles",0,0,1,0,"Forb","Cryptophyte"
"Plantago major",4321,"Breit-Wegerich","Plantago major","L.","Plantago","Plantago_major","Plantago_major","Plantaginaceae",NA,"Plantagineae",NA,"Plantago_major","Plantago major","Plantago major","A","A",NA,"","2",0,0,1,0,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"Wb",0,0,1,0,0,0,0,0,0,0,2.03,5975.708182,33.81506428,0.253006377,70,0.215805337,20.93326701,"wi (wind) [the rule] - se (selfing) [the rule] - ge (geitonogamy) [at failure of outcrossing]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles",1,0,1,0,"Forb","Cryptophyte"
"Poa angustifolia",4367,"Schmalblättriges Wiesen-Rispengras","Poa angustifolia","L.","Poa","Poa_angustifolia","Poa_angustifolia","Poaceae","Pooideae","Poeae","Poinae","Poa_angustifolia","Poa angustifolia","Poa angustifolia","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,2.3525,200.4,14,0.597222222,NA,0.18365493,19.10666667,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Poa annua",4344,"Einjähriges Rispengras","Poa annua","L.","Poa","Poa_annua","Poa_annua","Poaceae","Pooideae","Poeae","Poinae","Poa_annua","Poa annua","Poa annua","A","A",NA,"","2",0,0,1,0,0,0,1,0,0,0,0,"ssv",0,0,1,0,0,0,0,1,"W",0,0,1,0,0,0,0,0,0,0,2.325833333,144.4199513,38.98477266,0.1493456,30,0.252688413,41.07062063,"wi (wind) [rare] - se (selfing) [the rule] - kl (cleistogamy) [rare]","W (wind flowers)Typical pollinators: -",1,0,0,0,"Grass","Cryptophyte"
"Poa bulbosa",4351,"Knolliges Rispengras","Poa bulbosa","L.","Poa","Poa_bulbosa","Poa_bulbosa","Poaceae","Pooideae","Poeae","Poinae","Poa_bulbosa","Poa bulbosa","Poa bulbosa","A","A",NA,"","2",0,0,1,0,0,1,0,0,0,0,0,"v",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,8.5675,116.5914286,18.522,0.16740577,NA,0.761660343,37.66559966,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Poa compressa",4355,"Zusammengedrücktes Rispengras","Poa compressa","L.","Poa","Poa_compressa","Poa_compressa","Poaceae","Pooideae","Poeae","Poinae","Poa_compressa","Poa compressa","Poa compressa","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,1.94,184.9117143,19.83166667,0.280559091,70,0.207521544,20.55567516,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Poa pratensis",4368,"Gewöhnliches Wiesen-Rispengras","Poa pratensis","L.","Poa","Poa_pratensis","Poa_pratensis","Poaceae","Pooideae","Poeae","Poinae","Poa_pratensis","Poa pratensis","Poa pratensis","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,2.594,594.0418158,18.7215694,0.4071554,70,0.269083284,19.69484398,"wi (wind) [the rule] - se (selfing) [often]","W (wind flowers)Typical pollinators: -",1,0,1,0,"Grass","Cryptophyte"
"Poa trivialis",26611,"Gewöhnliches Rispengras","Poa trivialis","L.","Poa","Poa_trivialis","Poa_trivialis","Poaceae","Pooideae","Poeae","Poinae","Poa_trivialis","Poa trivialis","Poa trivialis","I","I",NA,"Northern-Europe","1",0,0,1,0,1,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,2.265555556,1937.222879,35.80893178,0.696022138,70,0.178549673,34.88891917,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Polygonatum odoratum",4410,"Wohlriechende Weißwurz","Polygonatum odoratum","(Mill.) Druce","Polygonatum","Polygonatum_odoratum","Polygonatum_odoratum","Asparagaceae","Nolinoideae",NA,NA,"Polygonatum_odoratum","Polygonatum odoratum","Polygonatum odoratum","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"sv",0,0,0,1,0,0,0,0,"Hh",0,0,0,0,0,1,0,0,0,0,9.9,2533.930006,29.28861512,0.273125,70,85.92973333,26.04200248,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","Hh (bumble bee flowers)Typical pollinators: bumble bees",0,1,0,0,"Forb","Cryptophyte"
"Polygonum aviculare",4417,"Vogel-Knöterich","Polygonum aviculare","L.","Polygonum","Polygonum_aviculare","Polygonum_aviculare","Polygonaceae","Polygonoideae","Polygoneae",NA,"Polygonum_aviculare","Polygonum aviculare","Polygonum aviculare","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"s",0,0,0,0,0,0,0,1,"B",0,0,0,1,1,0,1,0,0,0,3.021666667,137.15,29.50363636,0.262666667,10,1.5143,24.6644295,"se (selfing) [the rule] - kl (cleistogamy) [possible] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Therophyte"
"Populus",61194,"Pappel","Populus","L.","Populus","Populus","Populus","Salicaceae",NA,"Saliceae",NA,"Populus","Populus","Populus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb",NA
"Populus tremula",4452,"Zitter-Pappel","Populus tremula","L.","Populus","Populus_tremula","Populus_tremula","Salicaceae",NA,"Saliceae",NA,"Populus_tremula","Populus tremula","Populus tremula","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,0,0,0,0,"sv",1,0,0,0,0,0,0,0,"W",0,0,0,0,1,0,0,1,0,0,3.91,2337.994528,24.51447966,17.66470588,70,0.111083333,14.72757707,"wi (wind) [always]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Forb","Phanerophyte"
"Portulaca oleracea",4453,"Portulak","Portulaca oleracea","L.","Portulaca","Portulaca_oleracea","Portulaca_oleracea","Portulacaceae",NA,NA,NA,"Portulaca_oleracea","Portulaca oleracea","Portulaca oleracea","N","A",1841,"North_Africa, Southern_Europe, Western_Asia","2",0,0,0,0,0,0,0,0,0,0,0,"s",0,0,0,0,0,0,0,1,"AB",0,0,1,0,0,0,0,0,0,0,0.796666667,175.1631102,24.62664473,0.049407407,10,0.203901154,18.4964493,"wi (wind) [rare] - se (selfing) [the rule] - pk (pseudocleistogamy) [possible] - kl (cleistogamy) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,1,"Forb","Therophyte"
"Potentilla argentea",4491,"Silber-Fingerkraut","Potentilla argentea","L.","Potentilla","Potentilla_argentea","Potentilla_argentea","Rosaceae","Rosoideae","Potentilleae",NA,"Potentilla_argentea","Potentilla argentea","Potentilla argentea","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,0.906666667,322.5116667,NA,0.23,70,0.08785,16.69148863,"se (selfing) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Potentilla incana",25757,"Sand-Fingerkraut","Potentilla incana","G. Gaertn., B. Mey. & Scherb.","Potentilla","Potentilla_incana","Potentilla_incana","Rosaceae","Rosoideae","Potentilleae",NA,"Potentilla_incana","Potentilla incana","Potentilla incana","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"sv",0,0,1,0,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,1.286666667,331.9533333,NA,0.065,NA,NA,13.265,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Potentilla reptans",4533,"Kriechendes Fingerkraut","Potentilla reptans","L.","Potentilla","Potentilla_reptans","Potentilla_reptans","Rosaceae","Rosoideae","Potentilleae",NA,"Potentilla_reptans","Potentilla reptans","Potentilla reptans","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,1,2945.371286,23.04910779,0.152,70,0.291591667,26.31644573,"in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Potentilla verna",20053,"auct. an L. 1753 s. str. ?","Potentilla verna","L.","Potentilla","Potentilla_verna","Potentilla_verna","Rosaceae","Rosoideae","Potentilleae",NA,"Potentilla_verna","Potentilla verna","Potentilla verna","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,1.64,299.8,22,0.045677656,70,0.551293548,15.27322711,NA,NA,0,0,0,0,"Forb","Cryptophyte"
"Prunus",61176,"Kirsche","Prunus","L.","Prunus","Prunus","Prunus","Rosaceae","Amygdaloideae","Amygdaleae",NA,"Prunus","Prunus","Prunus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb",NA
"Prunus domestica",4588,"Pflaume","Prunus domestica","L.","Prunus","Prunus_domestica","Prunus_domestica","Rosaceae","Amygdaloideae","Amygdaleae",NA,"Prunus_domestica","Prunus domestica","Prunus domestica","N","N",1787,"Western_Asia","3",1,0,0,0,0,0,0,0,0,0,0,"ssv",1,0,0,0,0,0,0,0,"AB",0,0,0,1,0,1,0,0,0,0,32.41666667,1759.811571,17.11405,3.833333333,30,615.251875,11.04082075,"se (selfing) [often] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,1,0,0,"Forb","Phanerophyte"
"Prunus serotina",4596,"Späte Traubenkirsche","Prunus serotina","Ehrh.","Prunus","Prunus_serotina","Prunus_serotina","Rosaceae","Amygdaloideae","Amygdaleae",NA,"Prunus_serotina","Prunus serotina","Prunus serotina","N","N",1825,"North_America, Central_America","3",1,0,0,0,0,0,0,0,0,0,0,"ssv",1,1,0,0,0,0,0,0,"AB",0,0,1,0,0,1,0,0,0,0,7.575,2384.324833,24.12331207,8.673688889,NA,106.5911244,19.749981,"wi (wind) [rare] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Nanophanerophyte"
"Prunus spinosa",4599,"Gewöhnliche Schlehe","Prunus spinosa","L.","Prunus","Prunus_spinosa","Prunus_spinosa","Rosaceae","Amygdaloideae","Amygdaleae",NA,"Prunus_spinosa","Prunus spinosa","Prunus spinosa","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,0,0,0,0,"sv",0,1,0,0,0,0,0,0,"AB",0,0,0,0,0,1,0,0,0,0,11.18,452.8866667,27.06105965,1.971,70,205.9901529,16.83339648,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Nanophanerophyte"
"Pyrus communis agg.",4669,"Artengruppe Birnbaum","Pyrus communis","L.","Pyrus","Pyrus_communis_agg.","Pyrus_communis_agg.","Rosaceae","Amygdaloideae","Maleae",NA,"Pyrus_communis_agg.","Pyrus communis","Pyrus communis","N","A",1885,"Western_Asia","2",0,0,0,1,0,0,0,0,0,0,0,"ssv",1,0,0,0,0,0,0,0,"ABDe",0,0,0,0,0,1,0,0,0,0,7.75,NA,14.2,14.0864,NA,31.33134915,7.384656084,"in (insects) [always]","ABDe (transition type flowers with partly hidden nectar - nasty flowers)Typical pollinators: flies, beetles",0,1,0,0,"Forb","Phanerophyte"
"Quercus",60924,"Eiche","Quercus","L.","Quercus","Quercus","Quercus","Fagaceae",NA,NA,NA,"Quercus","Quercus","Quercus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Forb",NA
"Quercus robur",4685,"Stiel-Eiche","Quercus robur","(Ten.) A. DC.","Quercus","Quercus_robur","Quercus_robur","Fagaceae",NA,NA,NA,"Quercus_robur","Quercus robur","Quercus robur","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,0,0,0,0,"s",1,0,0,0,0,0,0,0,"W",0,0,1,1,0,0,0,0,0,0,21.22857143,2431.931484,22.42171681,0.696419308,70,3126.246,11.88123545,"wi (wind) [always]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Forb","Phanerophyte"
"Ranunculus acris",4690,"Scharfer Hahnenfuß","Ranunculus acris","L.","Ranunculus","Ranunculus_acris","Ranunculus_acris","Ranunculaceae","Ranunculoideae","Ranunculeae",NA,"Ranunculus_acris","Ranunculus acris","Ranunculus acris","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,2.939,1412.371743,25.42870175,0.405902667,70,1.514893333,22.88140857,"in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Ranunculus bulbosus",4717,"Knolliger Hahnenfuß","Ranunculus bulbosus","L.","Ranunculus","Ranunculus_bulbosus","Ranunculus_bulbosus","Ranunculaceae","Ranunculoideae","Ranunculeae",NA,"Ranunculus_bulbosus","Ranunculus bulbosus","Ranunculus bulbosus","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,0,0,1,0,"s",0,0,0,1,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,2.87875,1403.618693,25.34994273,0.228645,70,2.666459877,19.46158736,"in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",0,1,0,0,"Forb","Cryptophyte"
"Robinia pseudoacacia",4855,"Robinie","Robinia pseudoacacia","L.","Robinia","Robinia_pseudoacacia","Robinia_pseudoacacia","Fabaceae","Papilionoideae","Robinieae",NA,"Robinia_pseudoacacia","Robinia pseudoacacia","Robinia pseudoacacia","N","N",1859,"North_America","3",1,0,0,0,0,0,0,0,0,0,0,"sv",1,0,0,0,0,0,0,0,"H",1,0,0,0,0,1,0,0,0,0,NA,2308.013333,33.16580568,7.37225,70,18.81339864,34.6165107,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Phanerophyte"
"Rosa canina agg.",4872,"","Rosa canina","L.","Rosa","Rosa_canina_agg.","Rosa_canina_agg.","Rosaceae","Rosoideae",NA,NA,"Rosa_canina_agg.","Rosa canina","Rosa canina","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,0,0,0,0,"s",0,1,0,0,0,0,0,0,"Po",0,0,0,0,0,1,1,0,0,0,17.12833333,1233.611539,20.1693775,1.957058824,70,114.7712821,17.89627429,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",0,1,0,0,"Forb","Nanophanerophyte"
"Rubus caesius",4924,"Kratzbeere","Rubus caesius","L.","Rubus","Rubus_caesius","Rubus_caesius","Rosaceae","Rosoideae",NA,NA,"Rubus_caesius","Rubus caesius","Rubus caesius","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,1,0,0,0,0,"sv",0,0,0,0,0,0,1,0,"B",0,0,0,0,0,1,0,0,0,0,3.806,6847.61785,20.70292307,0.4351,70,3.652357094,21.67529512,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Phanerophyte"
"Rubus sect. Rubus",11351,"","Rubus","L.","Rubus","Rubus_sect._Rubus","Rubus_sect._Rubus","Rosaceae","Rosoideae",NA,NA,"Rubus_sect._Rubus","Rubus fruticosus","Rubus fruticosus","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,0,1,0,0,"sv",0,0,0,0,0,0,1,0,"B",0,0,0,0,0,1,1,0,0,0,15.5,2461.271264,25.92557917,1.335,70,2.554545455,17.91716995,NA,NA,0,0,0,0,"Forb","Phanerophyte"
