"","Species","Species_name","Species_acceptedname","family","subfamily","Frequency","allergen_score_old","allergenicity_anecdotal","allergen_score_corrected","IUIS.record","SDAP.record","AllFam.record","Allergenonline.record","Allergome.record","additional_ref","react.europe.Allergome","FDA","allergenicity_strict","ref_severity","Comment_severity","allergen_score","Flowering_beg","Flowering_end","Pollen_dispersal","Source","Species.match","Genus","allergenicity","database.record","severe.all","Freq.rural","Freq.suburb","Freq.urban","Introduction_status_Seitz2012","Origin","status_num","first_evidence","SLA_mean","PlantHeight_mean","SeedDryMass_mean","poll_vect_B","flw_muell","FunGroup","LifeForm","fl.beg","fl.end","fl.period","resident","native","exotic","neophyte","molecule.unknown","allergenicity.broad","known.mols","known.allfam","phenology_score","main.pollination","pollen_score","PAV","anemophilous"
"Poa_pratensis","Poa_pratensis","Poa pratensis","Poa_pratensis","Poaceae","Pooideae",8,2,1,4,1,1,1,1,1,1,"48%",NA,1,"Weber 2004; Niederberger 1998","cross-reactivity with other Pooideae, Poeae grasses",4,"May","June","Wind, selfing","BioFlor- 2018","Poa_pratensis","Poa",1,TRUE,1,2,1,5,"I","Northern-Europe",1,NA,19.69484398,0.4071554,0.269083284,"wi (wind) [the rule] - se (selfing) [often]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",5,6,1,1,1,0,0,0,1,10,7,1,"wind",3,12,1
"Poa_trivialis","Poa_trivialis","Poa trivialis","Poa_trivialis","Poaceae","Pooideae",1,2,1,3,0,0,0,0,0,1,"",607,1,"Weber 2004","cross-reactivity with other Poa species",3,"June","July","Wind","BioFlor- 2018","Poa_trivialis","Poa",1,FALSE,1,1,0,0,"I","Northern-Europe",1,NA,34.88891917,0.696022138,0.178549673,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",6,7,1,1,1,0,0,0,1,10,7,1,"wind",3,9,1
"Polygonatum_odoratum","Polygonatum_odoratum","Polygonatum odoratum","Polygonatum_odoratum","Asparagaceae","Nolinoideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","June","Selfing, insects","BioFlor- 2018","Polygonatum_odoratum","Polygonatum",0,FALSE,0,1,1,0,"I","Northern-Europe",1,NA,26.04200248,0.273125,85.92973333,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","Hh (bumble bee flowers)Typical pollinators: bumble bees","Forb","Cryptophyte",5,6,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Polygonum_aviculare","Polygonum_aviculare","Polygonum aviculare","Polygonum_aviculare","Polygonaceae","Polygonoideae",3,2,1,0,0,0,0,0,0,1,"",NA,0,"Hruska 2003","anecdotal evidence only; Polygonum spp. cited in Allergome, but no medical reference.",0,"May","November","Selfing, cleistogamy, insects","BioFlor- 2018","Polygonum_aviculare","Polygonum",0,FALSE,0,1,0,2,"I","Northern-Europe",1,NA,24.6644295,0.262666667,1.5143,"se (selfing) [the rule] - kl (cleistogamy) [possible] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Therophyte",5,11,6,1,1,0,0,0,0,0,0,3,"insects-selfing",1,0,0
"Portulaca_oleracea","Portulaca_oleracea","Portulaca oleracea","Portulaca_oleracea","Portulacaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Wind, selfing, pseudocleistogamy, cleistogamy, insects","BioFlor- 2018","Portulaca_oleracea","Portulaca",0,FALSE,0,0,0,1,"N","North_Africa, Southern_Europe, Western_Asia",3,1841,18.4964493,0.049407407,0.203901154,"wi (wind) [rare] - se (selfing) [the rule] - pk (pseudocleistogamy) [possible] - kl (cleistogamy) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Therophyte",6,9,3,0,0,1,1,0,0,0,0,3,"insects-selfing",1,0,0
"Potentilla_argentea","Potentilla_argentea","Potentilla argentea","Potentilla_argentea","Rosaceae","Rosoideae",33,1,1,0,0,0,0,0,0,1,"",NA,0,"Ščevková 2014","anecdotal evidence only; potentilla sometimes recommended for """"allergy free garden"""" (anecdotal evidence)",0,"June","October","Selfing, insects","BioFlor- 2018","Potentilla_argentea","Potentilla",0,FALSE,0,11,9,13,"I","Northern-Europe",1,NA,16.69148863,0.23,0.08785,"se (selfing) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",6,10,4,1,1,0,0,0,0,0,0,3,"insects-selfing",1,0,0
"Potentilla_incana","Potentilla_incana","Potentilla incana","Potentilla_incana","Rosaceae","Rosoideae",4,0,1,0,0,0,0,0,0,0,"",NA,0,"","anecdotal evidence only",0,"March","May","Selfing, insects","BioFlor- 2018","Potentilla_incana","Potentilla",0,FALSE,0,1,2,1,"I","Northern-Europe",1,NA,13.265,0.065,NA,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",3,5,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Potentilla_reptans","Potentilla_reptans","Potentilla reptans","Potentilla_reptans","Rosaceae","Rosoideae",2,1,1,0,0,0,0,0,0,1,"",NA,0,"Ščevková 2014","anecdotal evidence only",0,"June","August","Insects","BioFlor- 2018","Potentilla_reptans","Potentilla",0,FALSE,0,0,1,1,"I","Northern-Europe",1,NA,26.31644573,0.152,0.291591667,"in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Potentilla_verna","Potentilla_verna","Potentilla verna","Potentilla_verna","Rosaceae","Rosoideae",3,0,1,0,0,0,0,0,0,0,"",NA,0,"","anecdotal evidence only",0,"April","June","Selfing, insects","BioFlor- 2018","Potentilla_verna","Potentilla",0,FALSE,0,2,0,1,"I","Northern-Europe",1,NA,15.27322711,0.045677656,0.551293548,NA,NA,"Forb","Cryptophyte",4,6,2,1,1,0,0,0,0,0,0,2,"selfing",0,0,0
"Ranunculus_acris","Ranunculus_acris","Ranunculus acris","Ranunculus_acris","Ranunculaceae","Ranunculoideae",1,0,1,0,0,0,0,0,0,0,"",NA,0,"","anecdotal evidence only",0,"May","September","Insects","BioFlor- 2018","Ranunculus_acris","Ranunculus",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,22.88140857,0.405902667,1.514893333,"in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,9,4,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Ranunculus_bulbosus","Ranunculus_bulbosus","Ranunculus bulbosus","Ranunculus_bulbosus","Ranunculaceae","Ranunculoideae",2,1,1,0,0,0,0,0,0,1,"",NA,0,"Ščevková 2014","anecdotal evidence only",0,"May","July","Insects","BioFlor- 2018","Ranunculus_bulbosus","Ranunculus",0,FALSE,0,1,1,0,"I","Northern-Europe",1,NA,19.46158736,0.228645,2.666459877,"in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Rosa_canina_agg.","Rosa_canina_agg.","Rosa canina agg.","Rosa_canina","Rosaceae","Rosoideae",2,1,1,1,0,0,0,0,0,0,"",NA,0,"","anecdotal evidence only",1,"May","July","Selfing, insects","BioFlor- 2018","Rosa_canina_agg.","Rosa",1,FALSE,0,0,0,2,"I","Northern-Europe",1,NA,17.89627429,1.957058824,114.7712821,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Nanophanerophyte",5,7,2,1,1,0,0,1,1,0,0,2,"insects",1,2,0
"Rubus_caesius","Rubus_caesius","Rubus caesius","Rubus_caesius","Rosaceae","Rosoideae",5,1,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Rubus_caesius","Rubus",0,FALSE,0,2,2,1,"I","Northern-Europe",1,NA,21.67529512,0.4351,3.652357094,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Phanerophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Rubus_sect._Rubus","Rubus_sect._Rubus","Rubus sect. Rubus","Rubus","Rosaceae","Rosoideae",2,1,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","","BioFlor- 2018","Rubus_sect._Rubus","Rubus",0,FALSE,0,0,0,2,"I","Northern-Europe",1,NA,17.91716995,1.335,2.554545455,NA,NA,"Forb","Phanerophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Rumex_acetosella","Rumex_acetosella","Rumex acetosella","Rumex_acetosella","Polygonaceae","Polygonoideae",37,2,1,2,0,0,0,0,0,1,"",1106,1,"Solomon 1969;Bousquet 1984; Weber 2015","""""moderate hay fever inducer"""" - Weber 2015",2,"May","July","Wind","BioFlor- 2018","Rumex_acetosella","Rumex",1,FALSE,0,14,8,15,"I","Northern-Europe",1,NA,21.69914827,0.160938871,0.528679362,"wi (wind) [the rule]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",5,7,2,1,1,0,0,0,1,1,1,2,"wind",3,12,1
"Rumex_thyrsiflorus","Rumex_thyrsiflorus","Rumex thyrsiflorus","Rumex_thyrsiflorus","Polygonaceae","Polygonoideae",33,0,1,2,0,0,0,0,0,1,"",1103,1,"Solomon 1969;Bousquet 1984; Weber 2015","""""moderate hay fever inducer"""" - Weber 2015",2,"July","August","Wind","BioFlor- 2018","Rumex_thyrsiflorus","Rumex",1,FALSE,0,7,13,13,"I","Northern-Europe",1,NA,20.68833333,0.64375,0.70875,"wi (wind) [always]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",7,8,1,1,1,0,0,0,1,1,1,1,"wind",3,6,1
"Salvia_pratensis","Salvia_pratensis","Salvia pratensis","Salvia_pratensis","Lamiaceae","Nepetoideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","August","Selfing, insects","BioFlor- 2018","Salvia_pratensis","Salvia",0,FALSE,0,0,0,2,"I","Northern-Europe",1,NA,26.63057214,0.521875,2.364445161,"se (selfing) [possible] - in (insects) [the rule]","Hh (bumble bee flowers)Typical pollinators: bumble bees","Forb","Cryptophyte",5,8,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Sanguisorba_minor_subsp._balearica","Sanguisorba_minor_subsp._balearica","Sanguisorba minor subsp. balearica","Poterium_sanguisorba_subsp._balearicum","Rosaceae","Rosoideae",1,1,1,0,0,0,0,0,0,0,"",NA,0,"","No evidence of allergy (except unsupported mention in pollenibrary.com); cited as having possible  anti-allergic properties",0,"May","August","Wind, selfing","BioFlor- 2018","Sanguisorba_minor_subsp._balearica","Sanguisorba",0,FALSE,0,0,0,1,"N","Europe, West_Asia, North_Africa",3,1961,NA,NA,NA,NA,NA,"Forb","Cryptophyte",5,8,3,0,0,1,1,0,0,0,0,3,"wind",3,0,1
"Saponaria_officinalis","Saponaria_officinalis","Saponaria officinalis","Saponaria_officinalis","Caryophyllaceae",NA,4,2,1,0,0,0,0,0,0,1,"",NA,0,"Hruska 2003","anecdotal evidence only; Some allergenicity perhaps but not of the pollen (cf. Allergome)",0,"June","September","Selfing, insects","BioFlor- 2018","Saponaria_officinalis","Saponaria",0,FALSE,0,1,2,1,"I","Northern-Europe",1,NA,24.7978459,0.521728889,1.600735432,"se (selfing) [the rule] - in (insects) [often]","Fn (moth flowers)Typical pollinators: moths","Forb","Cryptophyte",6,9,3,1,1,0,0,0,0,0,0,3,"insects-selfing",1,0,0
"Saxifraga_tridactylites","Saxifraga_tridactylites","Saxifraga tridactylites","Saxifraga_tridactylites","Saxifragaceae",NA,3,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","June","Selfing, insects","BioFlor- 2018","Saxifraga_tridactylites","Saxifraga",0,FALSE,0,1,1,1,"I","Northern-Europe",1,NA,25.344,0.0725,0.012726316,"se (selfing) [the rule] - in (insects) [possible]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees","Forb","Therophyte",4,6,2,1,1,0,0,0,0,0,0,2,"insects-selfing",1,0,0
"Scleranthus_annuus_agg.","Scleranthus_annuus_agg.","Scleranthus annuus agg.","Scleranthus_annuus","Caryophyllaceae",NA,4,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","October","Selfing, pseudocleistogamy, insects","BioFlor- 2018","Scleranthus_annuus_agg.","Scleranthus",0,FALSE,0,2,1,1,"A","",2,NA,25.77849701,0.0789125,1.1583725,"se (selfing) [the rule] - pk (pseudocleistogamy) [possible] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Therophyte",4,10,6,1,0,1,0,0,0,0,0,3,"insects-selfing",1,0,0
"Scleranthus_perennis","Scleranthus_perennis","Scleranthus perennis","Scleranthus_perennis","Caryophyllaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","September","Selfing, insects","BioFlor- 2018","Scleranthus_perennis","Scleranthus",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,18.93,0.125,1.41304,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,9,4,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","Scorzoneroides autumnalis","Scorzoneroides_autumnalis","Asteraceae","Cichorioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"July","September","Insects","BioFlor- 2018","Scorzoneroides_autumnalis","Scorzoneroides",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,NA,NA,NA,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",7,9,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Securigera_varia","Securigera_varia","Securigera varia","Securigera_varia","Fabaceae","Papilionoideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Insects","BioFlor- 2018","Securigera_varia","Securigera",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,34.82075099,0.435,3.851857143,"in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Sedum_acre","Sedum_acre","Sedum acre","Sedum_acre","Crassulaceae",NA,16,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Selfing, insects","BioFlor- 2018","Sedum_acre","Sedum",0,FALSE,0,1,3,12,"I","Northern-Europe",1,NA,13.79115802,0.072727273,0.038296667,"se (selfing) [rare] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Chamaephyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Sedum_album","Sedum_album","Sedum album","Sedum_album","Crassulaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Selfing, insects","BioFlor- 2018","Sedum_album","Sedum",0,FALSE,0,0,0,1,"N","Europe, west_Asia",3,1970,16.91418272,0.1025,0.027777778,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Chamaephyte",6,9,3,0,0,1,1,0,0,0,0,3,"insects",1,0,0
"Sedum_maximum","Sedum_maximum","Sedum maximum","Sedum_maximum","Crassulaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"July","September","Selfing, insects","BioFlor- 2018","Sedum_maximum","Sedum",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,NA,NA,0.053,"se (selfing) [at failure of outcrossing] - in (insects) [always]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",7,9,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Sedum_rupestre","Sedum_rupestre","Sedum rupestre","Sedum_rupestre","Crassulaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Selfing, insects","BioFlor- 2018","Sedum_rupestre","Sedum",0,FALSE,0,0,0,1,"I","Northern-Europe",1,NA,12.71857143,0.190714286,0.052222222,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Chamaephyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Sedum_sexangulare","Sedum_sexangulare","Sedum sexangulare","Sedum_sexangulare","Crassulaceae",NA,3,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Selfing, insects","BioFlor- 2018","Sedum_sexangulare","Sedum",0,FALSE,0,2,1,0,"I","Northern-Europe",1,NA,13.87666667,0.129,0.025714286,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Chamaephyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Senecio_inaequidens","Senecio_inaequidens","Senecio inaequidens","Senecio_inaequidens","Asteraceae","Asteroideae",2,0,1,2,0,0,0,0,0,1,"",NA,0,"Luengo 2008","strong cross-reactivity of Senecio species in Luengo et al.",2,"July","December","Selfing, insects","BioFlor- 2018","Senecio_inaequidens","Senecio",1,FALSE,0,0,1,1,"N","South_Africa",3,1993,18.16820703,0.54,0.3646,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Nanophanerophyte",7,12,5,0,0,1,1,0,1,2,2,3,"insects",1,6,0
"Senecio_jacobaea","Senecio_jacobaea","Senecio jacobaea","Senecio_jacobaea","Asteraceae","Asteroideae",5,0,1,2,0,0,0,0,1,1,NA,NA,1,"Luengo 2008","Cross reactive with Artemisia vulgaris; affected 13.5 % of hay fever patients in the Luengo study.",2,"July","September","Insects","BioFlor- 2018","Senecio_jacobaea","Senecio",1,TRUE,0,1,3,1,"I","Northern-Europe",1,NA,24.21772372,0.560195652,0.235666786,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",7,9,2,1,1,0,0,0,1,2,2,2,"insects",1,4,0
"Senecio_vernalis","Senecio_vernalis","Senecio vernalis","Senecio_vernalis","Asteraceae","Asteroideae",2,0,1,2,0,0,0,0,0,1,"",NA,0,"Luengo 2008","strong cross-reactivity of Senecio species in Luengo et al.",2,"May","November","Insects","BioFlor- 2018","Senecio_vernalis","Senecio",1,FALSE,0,0,1,1,"N","Southern_Europe, Central_Europe",3,1859,24.35,0.28,0.2,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",5,11,6,0,0,1,1,0,1,2,2,3,"insects",1,6,0
"Setaria_viridis","Setaria_viridis","Setaria viridis","Setaria_viridis","Poaceae","Panicoideae",13,1,1,2,0,0,0,0,0,1,"",NA,1,"Weber 2004","cross-reactivity within Panicoidae; Grass 1 allergens = upgrade to moderate allergen",2,"June","October","Wind","BioFlor- 2018","Setaria_viridis","Setaria",1,FALSE,0,5,2,6,"A","",2,NA,27.06005024,0.65875,1.139583333,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass","Therophyte",6,10,4,1,0,1,0,0,1,6,6,3,"wind",3,18,1
"Silene_conica","Silene_conica","Silene conica","Silene_conica","Caryophyllaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","July","Selfing","BioFlor- 2018","Silene_conica","Silene",0,FALSE,0,1,0,0,"N","Europe, West_Asia",3,1853,70.3,0.14875,0.340933333,"se (selfing) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Therophyte",6,7,1,0,0,1,1,0,0,0,0,1,"selfing",0,0,0
"Silene_latifolia_subsp._alba","Silene_latifolia_subsp._alba","Silene latifolia subsp. alba","Silene_latifolia","Caryophyllaceae",NA,10,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Insects","BioFlor- 2018","Silene_latifolia_subsp._alba","Silene",0,FALSE,0,0,6,4,"I","Northern-Europe",1,NA,22.65135216,NA,0.88525,NA,NA,"Forb","Cryptophyte",6,9,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Silene_vulgaris","Silene_vulgaris","Silene vulgaris","Silene_vulgaris","Caryophyllaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","September","Selfing, insects","BioFlor- 2018","Silene_vulgaris","Silene",0,FALSE,0,0,0,1,"I","Northern-Europe",1,NA,23.98255788,0.406042857,1.175465432,"se (selfing) [possible] - in (insects) [the rule]","FHh (transition type butterfly flowers - bumble bee flowers)Typical pollinators: lepidoptera, bumble bees","Forb","Chamaephyte",5,9,4,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Sisymbrium_loeselii","Sisymbrium_loeselii","Sisymbrium loeselii","Sisymbrium_loeselii","Brassicaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Selfing, insects","BioFlor- 2018","Sisymbrium_loeselii","Sisymbrium",0,FALSE,0,0,0,1,"N","Eastern_Europe, Western_Asia",3,1868,17.97214286,0.52875,0.136,"se (selfing) [unknown] - in (insects) [unknown]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",6,8,2,0,0,1,1,0,0,0,0,2,"insects",1,0,0
"Solanum_nigrum","Solanum_nigrum","Solanum nigrum","Solanum_nigrum","Solanaceae","Solanoideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","October","Selfing, insects","BioFlor- 2018","Solanum_nigrum","Solanum",0,FALSE,0,0,0,1,"A","",2,NA,24.01111111,0.4875,1.132320531,"se (selfing) [the rule] - in (insects) [rare]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Therophyte",6,10,4,1,0,1,0,0,0,0,0,3,"insects-selfing",1,0,0
"Solidago_canadensis","Solidago_canadensis","Solidago canadensis","Solidago_canadensis","Asteraceae","Asteroideae",5,1,1,1,0,0,0,0,0,1,"",1118,1,"Goldberg 1998","",1,"August","October","Insects","BioFlor- 2018","Solidago_canadensis","Solidago",1,FALSE,0,2,2,1,"N","North_America, central_America",3,1862,16.79684446,0.837202421,0.09024206,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",8,10,2,0,0,1,1,1,1,0,0,2,"insects",1,2,0
"Spergula_morisonii","Spergula_morisonii","Spergula morisonii","Spergula_morisonii","Caryophyllaceae",NA,4,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","June","Selfing, insects","BioFlor- 2018","Spergula_morisonii","Spergula",0,FALSE,0,4,0,0,"I","Northern-Europe",1,NA,11.6,0.1,0.161,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",4,6,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Spergularia_rubra","Spergularia_rubra","Spergularia rubra","Spergularia_rubra","Caryophyllaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","September","Selfing, insects","BioFlor- 2018","Spergularia_rubra","Spergularia",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,16.79250614,0.104166667,0.048552632,"se (selfing) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,9,4,1,1,0,0,0,0,0,0,3,"insects-selfing",1,0,0
"Stellaria_graminea","Stellaria_graminea","Stellaria graminea","Stellaria_graminea","Caryophyllaceae",NA,3,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Stellaria_graminea","Stellaria",0,FALSE,0,1,2,0,"I","Northern-Europe",1,NA,33.17274214,0.401770732,0.281897917,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Stellaria_media","Stellaria_media","Stellaria media","Stellaria_media","Caryophyllaceae",NA,4,1,1,0,0,0,0,0,0,1,"",NA,0,"Hruska 2003","anecdotal evidence only; no further evidence",0,"January","December","Selfing, cleistogamy, insects","BioFlor- 2018","Stellaria_media","Stellaria",0,FALSE,0,3,1,0,"I","Northern-Europe",1,NA,82.66538111,0.334663158,0.3615,"se (selfing) [the rule] - kl (cleistogamy) [rare] - in (insects) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",1,12,11,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Stellaria_pallida","Stellaria_pallida","Stellaria pallida","Stellaria_pallida","Caryophyllaceae",NA,12,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","May","Selfing","BioFlor- 2018","Stellaria_pallida","Stellaria",0,FALSE,0,3,4,5,"I","Northern-Europe",1,NA,59.53600018,0.25,0.1256,"se (selfing) [the rule]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",3,5,2,1,1,0,0,0,0,0,0,2,"selfing",0,0,0
"Tanacetum_vulgare","Tanacetum_vulgare","Tanacetum vulgare","Tanacetum_vulgare","Asteraceae","Asteroideae",6,1,1,1,0,0,0,0,0,0,"",1260,0,"","only contact dermatitis reported",1,"July","September","Insects","BioFlor- 2018","Tanacetum_vulgare","Tanacetum",1,FALSE,0,3,3,0,"I","Northern-Europe",1,NA,20.3888994,1.214625,0.168775758,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",7,9,2,1,1,0,0,1,1,0,0,2,"insects",1,2,0
"Taraxacum_sect._Erythrosperma","Taraxacum_sect._Erythrosperma","Taraxacum sect. Erythrosperma","Taraxacum_sect._Erythrosperma","Asteraceae","Cichorioideae",5,0,1,2,0,0,0,0,0,1,"",NA,0,"","Assumed similar to Taraxacum sect. Ruderalia",2,"April","June","Insects","BioFlor- 2018","Taraxacum_sect._Erythrosperma","Taraxacum",1,FALSE,0,0,4,1,"I","Northern-Europe",1,NA,43.46613223,0.135,0.383022727,NA,NA,"Forb","Cryptophyte",4,6,2,1,1,0,0,0,1,3,3,2,"insects",1,4,0
"Taraxacum_sect._Ruderalia","Taraxacum_sect._Ruderalia","Taraxacum sect. Ruderalia","Taraxacum","Asteraceae","Cichorioideae",15,0,1,2,0,0,0,0,0,1,"",588,1,"Bousquet et al. 1984; Yong et al. 2007","Yong study with T. vulgare: cross reactivity with Artemisia vulgaris. 8.5% positive reactions to SPT",2,"March","october","Insects","BioFlor- 2018","Taraxacum_sect._Ruderalia","Taraxacum",1,FALSE,0,4,8,3,"I","Northern-Europe",1,NA,27.19340313,0.19474393,0.637048922,NA,NA,"Forb","Cryptophyte",3,10,8,1,1,0,0,0,1,3,3,3,"insects",1,6,0
